Year,Month,Day,Hour,DNI
2016,2,22,20,0
2016,2,22,21,0
2016,2,22,22,0
2016,2,22,23,0
2016,2,23,0,0
2016,2,23,1,0
2016,2,23,2,0
2016,2,23,3,0
2016,2,23,4,0
2016,2,23,5,0
2016,2,23,6,0
2016,2,23,7,0
2016,2,23,8,416
2016,2,23,9,487
2016,2,23,10,965
2016,2,23,11,1002
2016,2,23,12,1016
2016,2,23,13,1012
2016,2,23,14,961
2016,2,23,15,908
2016,2,23,16,800
2016,2,23,17,532
2016,2,23,18,0
2016,2,23,19,0
2016,2,23,20,0
2016,2,23,21,0
2016,2,23,22,0
2016,2,23,23,0
2016,2,24,0,0
2016,2,24,1,0
2016,2,24,2,0
2016,2,24,3,0
2016,2,24,4,0
2016,2,24,5,0
2016,2,24,6,0
2016,2,24,7,0
2016,2,24,8,513
2016,2,24,9,698
2016,2,24,10,619
2016,2,24,11,834
2016,2,24,12,929
2016,2,24,13,924
2016,2,24,14,424
2016,2,24,15,849
2016,2,24,16,738
2016,2,24,17,469
2016,2,24,18,0
2016,2,24,19,0
2016,2,24,20,0
2016,2,24,21,0
2016,2,24,22,0
2016,2,24,23,0
2016,2,25,0,0
2016,2,25,1,0
2016,2,25,2,0
2016,2,25,3,0
2016,2,25,4,0
2016,2,25,5,0
2016,2,25,6,0
2016,2,25,7,262
2016,2,25,8,668
2016,2,25,9,828
2016,2,25,10,906
2016,2,25,11,947
2016,2,25,12,963
2016,2,25,13,959
2016,2,25,14,918
2016,2,25,15,853
2016,2,25,16,720
2016,2,25,17,420
2016,2,25,18,0
2016,2,25,19,0
2016,2,25,20,0
2016,2,25,21,0
2016,2,25,22,0
2016,2,25,23,0
2016,2,26,0,0
2016,2,26,1,0
2016,2,26,2,0
2016,2,26,3,0
2016,2,26,4,0
2016,2,26,5,0
2016,2,26,6,0
2016,2,26,7,329
2016,2,26,8,714
2016,2,26,9,861
2016,2,26,10,932
2016,2,26,11,967
2016,2,26,12,980
2016,2,26,13,972
2016,2,26,14,941
2016,2,26,15,885
2016,2,26,16,771
2016,2,26,17,501
2016,2,26,18,0
2016,2,26,19,0
2016,2,26,20,0
2016,2,26,21,0
2016,2,26,22,0
2016,2,26,23,0
2016,2,27,0,0
2016,2,27,1,0
2016,2,27,2,0
2016,2,27,3,0
2016,2,27,4,0
2016,2,27,5,0
2016,2,27,6,0
2016,2,27,7,153
2016,2,27,8,614
2016,2,27,9,826
2016,2,27,10,923
2016,2,27,11,959
2016,2,27,12,958
2016,2,27,13,933
2016,2,27,14,65
2016,2,27,15,474
2016,2,27,16,510
2016,2,27,17,541
2016,2,27,18,0
2016,2,27,19,0
2016,2,27,20,0
2016,2,27,21,0
2016,2,27,22,0
2016,2,27,23,0
2016,2,28,0,0
2016,2,28,1,0
2016,2,28,2,0
2016,2,28,3,0
2016,2,28,4,0
2016,2,28,5,0
2016,2,28,6,0
2016,2,28,7,395
2016,2,28,8,745
2016,2,28,9,872
2016,2,28,10,928
2016,2,28,11,960
2016,2,28,12,971
2016,2,28,13,957
2016,2,28,14,912
2016,2,28,15,851
2016,2,28,16,727
2016,2,28,17,458
2016,2,28,18,0
2016,2,28,19,0
2016,2,28,20,0
2016,2,28,21,0
2016,2,28,22,0
2016,2,28,23,0
2016,3,1,0,0
2016,3,1,1,0
2016,3,1,2,0
2016,3,1,3,0
2016,3,1,4,0
2016,3,1,5,0
2016,3,1,6,0
2016,3,1,7,0
2016,3,1,8,0
2016,3,1,9,29
2016,3,1,10,372
2016,3,1,11,598
2016,3,1,12,924
2016,3,1,13,529
2016,3,1,14,267
2016,3,1,15,460
2016,3,1,16,614
2016,3,1,17,411
2016,3,1,18,0
2016,3,1,19,0
2016,3,1,20,0
2016,3,1,21,0
2016,3,1,22,0
2016,3,1,23,0
2016,3,2,0,0
2016,3,2,1,0
2016,3,2,2,0
2016,3,2,3,0
2016,3,2,4,0
2016,3,2,5,0
2016,3,2,6,0
2016,3,2,7,448
2016,3,2,8,764
2016,3,2,9,723
2016,3,2,10,112
2016,3,2,11,987
2016,3,2,12,1001
2016,3,2,13,995
2016,3,2,14,960
2016,3,2,15,904
2016,3,2,16,795
2016,3,2,17,535
2016,3,2,18,0
2016,3,2,19,0
2016,3,2,20,0
2016,3,2,21,0
2016,3,2,22,0
2016,3,2,23,0
2016,3,3,0,0
2016,3,3,1,0
2016,3,3,2,0
2016,3,3,3,0
2016,3,3,4,0
2016,3,3,5,0
2016,3,3,6,0
2016,3,3,7,87
2016,3,3,8,192
2016,3,3,9,381
2016,3,3,10,85
2016,3,3,11,635
2016,3,3,12,425
2016,3,3,13,547
2016,3,3,14,521
2016,3,3,15,459
2016,3,3,16,205
2016,3,3,17,120
2016,3,3,18,0
2016,3,3,19,0
2016,3,3,20,0
2016,3,3,21,0
2016,3,3,22,0
2016,3,3,23,0
2016,3,4,0,0
2016,3,4,1,0
2016,3,4,2,0
2016,3,4,3,0
2016,3,4,4,0
2016,3,4,5,0
2016,3,4,6,0
2016,3,4,7,364
2016,3,4,8,691
2016,3,4,9,834
2016,3,4,10,234
2016,3,4,11,945
2016,3,4,12,957
2016,3,4,13,952
2016,3,4,14,913
2016,3,4,15,507
2016,3,4,16,451
2016,3,4,17,303
2016,3,4,18,0
2016,3,4,19,0
2016,3,4,20,0
2016,3,4,21,0
2016,3,4,22,0
2016,3,4,23,0
2016,3,5,0,0
2016,3,5,1,0
2016,3,5,2,0
2016,3,5,3,0
2016,3,5,4,0
2016,3,5,5,0
2016,3,5,6,0
2016,3,5,7,0
2016,3,5,8,0
2016,3,5,9,0
2016,3,5,10,0
2016,3,5,11,13
2016,3,5,12,246
2016,3,5,13,21
2016,3,5,14,33
2016,3,5,15,583
2016,3,5,16,173
2016,3,5,17,108
2016,3,5,18,0
2016,3,5,19,0
2016,3,5,20,0
2016,3,5,21,0
2016,3,5,22,0
2016,3,5,23,0
2016,3,6,0,0
2016,3,6,1,0
2016,3,6,2,0
2016,3,6,3,0
2016,3,6,4,0
2016,3,6,5,0
2016,3,6,6,0
2016,3,6,7,0
2016,3,6,8,0
2016,3,6,9,0
2016,3,6,10,0
2016,3,6,11,333
2016,3,6,12,508
2016,3,6,13,478
2016,3,6,14,374
2016,3,6,15,0
2016,3,6,16,0
2016,3,6,17,0
2016,3,6,18,0
2016,3,6,19,0
2016,3,6,20,0
2016,3,6,21,0
2016,3,6,22,0
2016,3,6,23,0
2016,3,7,0,0
2016,3,7,1,0
2016,3,7,2,0
2016,3,7,3,0
2016,3,7,4,0
2016,3,7,5,0
2016,3,7,6,0
2016,3,7,7,365
2016,3,7,8,641
2016,3,7,9,785
2016,3,7,10,951
2016,3,7,11,247
2016,3,7,12,581
2016,3,7,13,595
2016,3,7,14,47
2016,3,7,15,888
2016,3,7,16,782
2016,3,7,17,547
2016,3,7,18,0
2016,3,7,19,0
2016,3,7,20,0
2016,3,7,21,0
2016,3,7,22,0
2016,3,7,23,0
2016,3,8,0,0
2016,3,8,1,0
2016,3,8,2,0
2016,3,8,3,0
2016,3,8,4,0
2016,3,8,5,0
2016,3,8,6,0
2016,3,8,7,461
2016,3,8,8,759
2016,3,8,9,882
2016,3,8,10,941
2016,3,8,11,971
2016,3,8,12,981
2016,3,8,13,974
2016,3,8,14,928
2016,3,8,15,854
2016,3,8,16,745
2016,3,8,17,507
2016,3,8,18,0
2016,3,8,19,0
2016,3,8,20,0
2016,3,8,21,0
2016,3,8,22,0
2016,3,8,23,0
2016,3,9,0,0
2016,3,9,1,0
2016,3,9,2,0
2016,3,9,3,0
2016,3,9,4,0
2016,3,9,5,0
2016,3,9,6,0
2016,3,9,7,195
2016,3,9,8,319
2016,3,9,9,160
2016,3,9,10,168
2016,3,9,11,603
2016,3,9,12,588
2016,3,9,13,994
2016,3,9,14,967
2016,3,9,15,563
2016,3,9,16,462
2016,3,9,17,346
2016,3,9,18,0
2016,3,9,19,0
2016,3,9,20,0
2016,3,9,21,0
2016,3,9,22,0
2016,3,9,23,0
2016,3,10,0,0
2016,3,10,1,0
2016,3,10,2,0
2016,3,10,3,0
2016,3,10,4,0
2016,3,10,5,0
2016,3,10,6,0
2016,3,10,7,413
2016,3,10,8,676
2016,3,10,9,877
2016,3,10,10,934
2016,3,10,11,592
2016,3,10,12,969
2016,3,10,13,573
2016,3,10,14,504
2016,3,10,15,836
2016,3,10,16,733
2016,3,10,17,506
2016,3,10,18,0
2016,3,10,19,0
2016,3,10,20,0
2016,3,10,21,0
2016,3,10,22,0
2016,3,10,23,0
2016,3,11,0,0
2016,3,11,1,0
2016,3,11,2,0
2016,3,11,3,0
2016,3,11,4,0
2016,3,11,5,0
2016,3,11,6,0
2016,3,11,7,225
2016,3,11,8,360
2016,3,11,9,457
2016,3,11,10,330
2016,3,11,11,147
2016,3,11,12,64
2016,3,11,13,2
2016,3,11,14,31
2016,3,11,15,54
2016,3,11,16,128
2016,3,11,17,76
2016,3,11,18,0
2016,3,11,19,0
2016,3,11,20,0
2016,3,11,21,0
2016,3,11,22,0
2016,3,11,23,0
2016,3,12,0,0
2016,3,12,1,0
2016,3,12,2,0
2016,3,12,3,0
2016,3,12,4,0
2016,3,12,5,0
2016,3,12,6,0
2016,3,12,7,319
2016,3,12,8,616
2016,3,12,9,276
2016,3,12,10,844
2016,3,12,11,494
2016,3,12,12,430
2016,3,12,13,917
2016,3,12,14,914
2016,3,12,15,290
2016,3,12,16,758
2016,3,12,17,520
2016,3,12,18,0
2016,3,12,19,0
2016,3,12,20,0
2016,3,12,21,0
2016,3,12,22,0
2016,3,12,23,0
2016,3,13,0,0
2016,3,13,1,0
2016,3,13,2,0
2016,3,13,3,0
2016,3,13,4,0
2016,3,13,5,0
2016,3,13,6,0
2016,3,13,7,65
2016,3,13,8,122
2016,3,13,9,199
2016,3,13,10,475
2016,3,13,11,348
2016,3,13,12,512
2016,3,13,13,310
2016,3,13,14,33
2016,3,13,15,19
2016,3,13,16,0
2016,3,13,17,0
2016,3,13,18,0
2016,3,13,19,0
2016,3,13,20,0
2016,3,13,21,0
2016,3,13,22,0
2016,3,13,23,0
2016,3,14,0,0
2016,3,14,1,0
2016,3,14,2,0
2016,3,14,3,0
2016,3,14,4,0
2016,3,14,5,0
2016,3,14,6,0
2016,3,14,7,512
2016,3,14,8,758
2016,3,14,9,462
2016,3,14,10,0
2016,3,14,11,0
2016,3,14,12,0
2016,3,14,13,0
2016,3,14,14,0
2016,3,14,15,21
2016,3,14,16,0
2016,3,14,17,0
2016,3,14,18,0
2016,3,14,19,0
2016,3,14,20,0
2016,3,14,21,0
2016,3,14,22,0
2016,3,14,23,0
2016,3,15,0,0
2016,3,15,1,0
2016,3,15,2,0
2016,3,15,3,0
2016,3,15,4,0
2016,3,15,5,0
2016,3,15,6,0
2016,3,15,7,236
2016,3,15,8,380
2016,3,15,9,227
2016,3,15,10,51
2016,3,15,11,40
2016,3,15,12,27
2016,3,15,13,249
2016,3,15,14,133
2016,3,15,15,70
2016,3,15,16,0
2016,3,15,17,0
2016,3,15,18,0
2016,3,15,19,0
2016,3,15,20,0
2016,3,15,21,0
2016,3,15,22,0
2016,3,15,23,0
2016,3,16,0,0
2016,3,16,1,0
2016,3,16,2,0
2016,3,16,3,0
2016,3,16,4,0
2016,3,16,5,0
2016,3,16,6,0
2016,3,16,7,115
2016,3,16,8,215
2016,3,16,9,241
2016,3,16,10,386
2016,3,16,11,925
2016,3,16,12,947
2016,3,16,13,950
2016,3,16,14,943
2016,3,16,15,902
2016,3,16,16,812
2016,3,16,17,608
2016,3,16,18,0
2016,3,16,19,0
2016,3,16,20,0
2016,3,16,21,0
2016,3,16,22,0
2016,3,16,23,0
2016,3,17,0,0
2016,3,17,1,0
2016,3,17,2,0
2016,3,17,3,0
2016,3,17,4,0
2016,3,17,5,0
2016,3,17,6,0
2016,3,17,7,351
2016,3,17,8,522
2016,3,17,9,86
2016,3,17,10,378
2016,3,17,11,5
2016,3,17,12,259
2016,3,17,13,961
2016,3,17,14,917
2016,3,17,15,872
2016,3,17,16,772
2016,3,17,17,568
2016,3,17,18,0
2016,3,17,19,0
2016,3,17,20,0
2016,3,17,21,0
2016,3,17,22,0
2016,3,17,23,0
2016,3,18,0,0
2016,3,18,1,0
2016,3,18,2,0
2016,3,18,3,0
2016,3,18,4,0
2016,3,18,5,0
2016,3,18,6,0
2016,3,18,7,631
2016,3,18,8,842
2016,3,18,9,935
2016,3,18,10,980
2016,3,18,11,999
2016,3,18,12,1003
2016,3,18,13,991
2016,3,18,14,966
2016,3,18,15,522
2016,3,18,16,822
2016,3,18,17,627
2016,3,18,18,0
2016,3,18,19,0
2016,3,18,20,0
2016,3,18,21,0
2016,3,18,22,0
2016,3,18,23,0
2016,3,19,0,0
2016,3,19,1,0
2016,3,19,2,0
2016,3,19,3,0
2016,3,19,4,0
2016,3,19,5,0
2016,3,19,6,0
2016,3,19,7,596
2016,3,19,8,527
2016,3,19,9,903
2016,3,19,10,954
2016,3,19,11,979
2016,3,19,12,985
2016,3,19,13,975
2016,3,19,14,930
2016,3,19,15,876
2016,3,19,16,775
2016,3,19,17,572
2016,3,19,18,0
2016,3,19,19,0
2016,3,19,20,0
2016,3,19,21,0
2016,3,19,22,0
2016,3,19,23,0
2016,3,20,0,0
2016,3,20,1,0
2016,3,20,2,0
2016,3,20,3,0
2016,3,20,4,0
2016,3,20,5,0
2016,3,20,6,0
2016,3,20,7,453
2016,3,20,8,695
2016,3,20,9,811
2016,3,20,10,871
2016,3,20,11,894
2016,3,20,12,895
2016,3,20,13,878
2016,3,20,14,826
2016,3,20,15,769
2016,3,20,16,467
2016,3,20,17,310
2016,3,20,18,0
2016,3,20,19,0
2016,3,20,20,0
2016,3,20,21,0
2016,3,20,22,0
2016,3,20,23,0
2016,3,21,0,0
2016,3,21,1,0
2016,3,21,2,0
2016,3,21,3,0
2016,3,21,4,0
2016,3,21,5,0
2016,3,21,6,0
2016,3,21,7,194
2016,3,21,8,314
2016,3,21,9,216
2016,3,21,10,508
2016,3,21,11,337
2016,3,21,12,209
2016,3,21,13,217
2016,3,21,14,13
2016,3,21,15,0
2016,3,21,16,0
2016,3,21,17,0
2016,3,21,18,0
2016,3,21,19,0
2016,3,21,20,0
2016,3,21,21,0
2016,3,21,22,0
2016,3,21,23,0
2016,3,22,0,0
2016,3,22,1,0
2016,3,22,2,0
2016,3,22,3,0
2016,3,22,4,0
2016,3,22,5,0
2016,3,22,6,0
2016,3,22,7,0
2016,3,22,8,0
2016,3,22,9,0
2016,3,22,10,3
2016,3,22,11,7
2016,3,22,12,28
2016,3,22,13,6
2016,3,22,14,14
2016,3,22,15,64
2016,3,22,16,32
2016,3,22,17,12
2016,3,22,18,0
2016,3,22,19,0
2016,3,22,20,0
2016,3,22,21,0
2016,3,22,22,0
2016,3,22,23,0
2016,3,23,0,0
2016,3,23,1,0
2016,3,23,2,0
2016,3,23,3,0
2016,3,23,4,0
2016,3,23,5,0
2016,3,23,6,0
2016,3,23,7,0
2016,3,23,8,13
2016,3,23,9,348
2016,3,23,10,321
2016,3,23,11,23
2016,3,23,12,0
2016,3,23,13,20
2016,3,23,14,48
2016,3,23,15,46
2016,3,23,16,849
2016,3,23,17,664
2016,3,23,18,167
2016,3,23,19,0
2016,3,23,20,0
2016,3,23,21,0
2016,3,23,22,0
2016,3,23,23,0
2016,3,24,0,0
2016,3,24,1,0
2016,3,24,2,0
2016,3,24,3,0
2016,3,24,4,0
2016,3,24,5,0
2016,3,24,6,0
2016,3,24,7,591
2016,3,24,8,754
2016,3,24,9,817
2016,3,24,10,276
2016,3,24,11,623
2016,3,24,12,478
2016,3,24,13,187
2016,3,24,14,17
2016,3,24,15,372
2016,3,24,16,531
2016,3,24,17,376
2016,3,24,18,0
2016,3,24,19,0
2016,3,24,20,0
2016,3,24,21,0
2016,3,24,22,0
2016,3,24,23,0
2016,3,25,0,0
2016,3,25,1,0
2016,3,25,2,0
2016,3,25,3,0
2016,3,25,4,0
2016,3,25,5,0
2016,3,25,6,0
2016,3,25,7,0
2016,3,25,8,0
2016,3,25,9,268
2016,3,25,10,1
2016,3,25,11,231
2016,3,25,12,293
2016,3,25,13,163
2016,3,25,14,170
2016,3,25,15,918
2016,3,25,16,838
2016,3,25,17,662
2016,3,25,18,0
2016,3,25,19,0
2016,3,25,20,0
2016,3,25,21,0
2016,3,25,22,0
2016,3,25,23,0
2016,3,26,0,0
2016,3,26,1,0
2016,3,26,2,0
2016,3,26,3,0
2016,3,26,4,0
2016,3,26,5,0
2016,3,26,6,0
2016,3,26,7,655
2016,3,26,8,852
2016,3,26,9,940
2016,3,26,10,985
2016,3,26,11,495
2016,3,26,12,1011
2016,3,26,13,1004
2016,3,26,14,947
2016,3,26,15,905
2016,3,26,16,820
2016,3,26,17,638
2016,3,26,18,0
2016,3,26,19,0
2016,3,26,20,0
2016,3,26,21,0
2016,3,26,22,0
2016,3,26,23,0
2016,3,27,0,0
2016,3,27,1,0
2016,3,27,2,0
2016,3,27,3,0
2016,3,27,4,0
2016,3,27,5,0
2016,3,27,6,0
2016,3,27,7,497
2016,3,27,8,469
2016,3,27,9,250
2016,3,27,10,491
2016,3,27,11,935
2016,3,27,12,941
2016,3,27,13,532
2016,3,27,14,480
2016,3,27,15,194
2016,3,27,16,344
2016,3,27,17,491
2016,3,27,18,139
2016,3,27,19,0
2016,3,27,20,0
2016,3,27,21,0
2016,3,27,22,0
2016,3,27,23,0
2016,3,28,0,0
2016,3,28,1,0
2016,3,28,2,0
2016,3,28,3,0
2016,3,28,4,0
2016,3,28,5,0
2016,3,28,6,0
2016,3,28,7,0
2016,3,28,8,0
2016,3,28,9,4
2016,3,28,10,12
2016,3,28,11,26
2016,3,28,12,17
2016,3,28,13,15
2016,3,28,14,0
2016,3,28,15,0
2016,3,28,16,0
2016,3,28,17,0
2016,3,28,18,0
2016,3,28,19,0
2016,3,28,20,0
2016,3,28,21,0
2016,3,28,22,0
2016,3,28,23,0
2016,3,29,0,0
2016,3,29,1,0
2016,3,29,2,0
2016,3,29,3,0
2016,3,29,4,0
2016,3,29,5,0
2016,3,29,6,0
2016,3,29,7,279
2016,3,29,8,414
2016,3,29,9,21
2016,3,29,10,4
2016,3,29,11,365
2016,3,29,12,366
2016,3,29,13,421
2016,3,29,14,592
2016,3,29,15,198
2016,3,29,16,473
2016,3,29,17,344
2016,3,29,18,0
2016,3,29,19,0
2016,3,29,20,0
2016,3,29,21,0
2016,3,29,22,0
2016,3,29,23,0
2016,3,30,0,0
2016,3,30,1,0
2016,3,30,2,0
2016,3,30,3,0
2016,3,30,4,0
2016,3,30,5,0
2016,3,30,6,0
2016,3,30,7,148
2016,3,30,8,248
2016,3,30,9,137
2016,3,30,10,342
2016,3,30,11,0
2016,3,30,12,14
2016,3,30,13,48
2016,3,30,14,64
2016,3,30,15,39
2016,3,30,16,214
2016,3,30,17,577
2016,3,30,18,177
2016,3,30,19,0
2016,3,30,20,0
2016,3,30,21,0
2016,3,30,22,0
2016,3,30,23,0
2016,3,31,0,0
2016,3,31,1,0
2016,3,31,2,0
2016,3,31,3,0
2016,3,31,4,0
2016,3,31,5,0
2016,3,31,6,0
2016,3,31,7,4
2016,3,31,8,24
2016,3,31,9,146
2016,3,31,10,247
2016,3,31,11,137
2016,3,31,12,37
2016,3,31,13,17
2016,3,31,14,91
2016,3,31,15,13
2016,3,31,16,652
2016,3,31,17,495
2016,3,31,18,187
2016,3,31,19,0
2016,3,31,20,0
2016,3,31,21,0
2016,3,31,22,0
2016,3,31,23,0
2016,4,1,0,0
2016,4,1,1,0
2016,4,1,2,0
2016,4,1,3,0
2016,4,1,4,0
2016,4,1,5,0
2016,4,1,6,275
2016,4,1,7,695
2016,4,1,8,856
2016,4,1,9,934
2016,4,1,10,974
2016,4,1,11,993
2016,4,1,12,996
2016,4,1,13,987
2016,4,1,14,949
2016,4,1,15,904
2016,4,1,16,825
2016,4,1,17,668
2016,4,1,18,269
2016,4,1,19,0
2016,4,1,20,0
2016,4,1,21,0
2016,4,1,22,0
2016,4,1,23,0
2016,4,2,0,0
2016,4,2,1,0
2016,4,2,2,0
2016,4,2,3,0
2016,4,2,4,0
2016,4,2,5,0
2016,4,2,6,256
2016,4,2,7,672
2016,4,2,8,833
2016,4,2,9,913
2016,4,2,10,956
2016,4,2,11,978
2016,4,2,12,985
2016,4,2,13,978
2016,4,2,14,945
2016,4,2,15,900
2016,4,2,16,819
2016,4,2,17,659
2016,4,2,18,258
2016,4,2,19,0
2016,4,2,20,0
2016,4,2,21,0
2016,4,2,22,0
2016,4,2,23,0
2016,4,3,0,0
2016,4,3,1,0
2016,4,3,2,0
2016,4,3,3,0
2016,4,3,4,0
2016,4,3,5,0
2016,4,3,6,246
2016,4,3,7,633
2016,4,3,8,782
2016,4,3,9,848
2016,4,3,10,883
2016,4,3,11,906
2016,4,3,12,533
2016,4,3,13,903
2016,4,3,14,547
2016,4,3,15,835
2016,4,3,16,443
2016,4,3,17,638
2016,4,3,18,271
2016,4,3,19,0
2016,4,3,20,0
2016,4,3,21,0
2016,4,3,22,0
2016,4,3,23,0
2016,4,4,0,0
2016,4,4,1,0
2016,4,4,2,0
2016,4,4,3,0
2016,4,4,4,0
2016,4,4,5,0
2016,4,4,6,0
2016,4,4,7,0
2016,4,4,8,179
2016,4,4,9,228
2016,4,4,10,546
2016,4,4,11,14
2016,4,4,12,417
2016,4,4,13,0
2016,4,4,14,21
2016,4,4,15,0
2016,4,4,16,44
2016,4,4,17,77
2016,4,4,18,1
2016,4,4,19,0
2016,4,4,20,0
2016,4,4,21,0
2016,4,4,22,0
2016,4,4,23,0
2016,4,5,0,0
2016,4,5,1,0
2016,4,5,2,0
2016,4,5,3,0
2016,4,5,4,0
2016,4,5,5,0
2016,4,5,6,271
2016,4,5,7,388
2016,4,5,8,304
2016,4,5,9,343
2016,4,5,10,959
2016,4,5,11,986
2016,4,5,12,1000
2016,4,5,13,1001
2016,4,5,14,958
2016,4,5,15,928
2016,4,5,16,862
2016,4,5,17,709
2016,4,5,18,308
2016,4,5,19,0
2016,4,5,20,0
2016,4,5,21,0
2016,4,5,22,0
2016,4,5,23,0
2016,4,6,0,0
2016,4,6,1,0
2016,4,6,2,0
2016,4,6,3,0
2016,4,6,4,0
2016,4,6,5,0
2016,4,6,6,225
2016,4,6,7,612
2016,4,6,8,793
2016,4,6,9,885
2016,4,6,10,929
2016,4,6,11,949
2016,4,6,12,954
2016,4,6,13,944
2016,4,6,14,927
2016,4,6,15,878
2016,4,6,16,793
2016,4,6,17,637
2016,4,6,18,278
2016,4,6,19,0
2016,4,6,20,0
2016,4,6,21,0
2016,4,6,22,0
2016,4,6,23,0
2016,4,7,0,0
2016,4,7,1,0
2016,4,7,2,0
2016,4,7,3,0
2016,4,7,4,0
2016,4,7,5,0
2016,4,7,6,337
2016,4,7,7,686
2016,4,7,8,828
2016,4,7,9,901
2016,4,7,10,941
2016,4,7,11,959
2016,4,7,12,961
2016,4,7,13,948
2016,4,7,14,922
2016,4,7,15,874
2016,4,7,16,791
2016,4,7,17,635
2016,4,7,18,271
2016,4,7,19,0
2016,4,7,20,0
2016,4,7,21,0
2016,4,7,22,0
2016,4,7,23,0
2016,4,8,0,0
2016,4,8,1,0
2016,4,8,2,0
2016,4,8,3,0
2016,4,8,4,0
2016,4,8,5,0
2016,4,8,6,35
2016,4,8,7,113
2016,4,8,8,369
2016,4,8,9,181
2016,4,8,10,693
2016,4,8,11,568
2016,4,8,12,463
2016,4,8,13,439
2016,4,8,14,514
2016,4,8,15,841
2016,4,8,16,738
2016,4,8,17,557
2016,4,8,18,196
2016,4,8,19,0
2016,4,8,20,0
2016,4,8,21,0
2016,4,8,22,0
2016,4,8,23,0
2016,4,9,0,0
2016,4,9,1,0
2016,4,9,2,0
2016,4,9,3,0
2016,4,9,4,0
2016,4,9,5,0
2016,4,9,6,0
2016,4,9,7,24
2016,4,9,8,65
2016,4,9,9,498
2016,4,9,10,900
2016,4,9,11,17
2016,4,9,12,399
2016,4,9,13,426
2016,4,9,14,432
2016,4,9,15,383
2016,4,9,16,550
2016,4,9,17,608
2016,4,9,18,262
2016,4,9,19,0
2016,4,9,20,0
2016,4,9,21,0
2016,4,9,22,0
2016,4,9,23,0
2016,4,10,0,0
2016,4,10,1,0
2016,4,10,2,0
2016,4,10,3,0
2016,4,10,4,0
2016,4,10,5,0
2016,4,10,6,138
2016,4,10,7,314
2016,4,10,8,373
2016,4,10,9,850
2016,4,10,10,394
2016,4,10,11,569
2016,4,10,12,58
2016,4,10,13,71
2016,4,10,14,887
2016,4,10,15,843
2016,4,10,16,763
2016,4,10,17,608
2016,4,10,18,264
2016,4,10,19,0
2016,4,10,20,0
2016,4,10,21,0
2016,4,10,22,0
2016,4,10,23,0
2016,4,11,0,0
2016,4,11,1,0
2016,4,11,2,0
2016,4,11,3,0
2016,4,11,4,0
2016,4,11,5,0
2016,4,11,6,309
2016,4,11,7,642
2016,4,11,8,508
2016,4,11,9,253
2016,4,11,10,911
2016,4,11,11,933
2016,4,11,12,940
2016,4,11,13,935
2016,4,11,14,862
2016,4,11,15,816
2016,4,11,16,730
2016,4,11,17,566
2016,4,11,18,215
2016,4,11,19,0
2016,4,11,20,0
2016,4,11,21,0
2016,4,11,22,0
2016,4,11,23,0
2016,4,12,0,0
2016,4,12,1,0
2016,4,12,2,0
2016,4,12,3,0
2016,4,12,4,0
2016,4,12,5,0
2016,4,12,6,223
2016,4,12,7,554
2016,4,12,8,718
2016,4,12,9,360
2016,4,12,10,862
2016,4,12,11,890
2016,4,12,12,900
2016,4,12,13,894
2016,4,12,14,869
2016,4,12,15,0
2016,4,12,16,739
2016,4,12,17,581
2016,4,12,18,237
2016,4,12,19,0
2016,4,12,20,0
2016,4,12,21,0
2016,4,12,22,0
2016,4,12,23,0
2016,4,13,0,0
2016,4,13,1,0
2016,4,13,2,0
2016,4,13,3,0
2016,4,13,4,0
2016,4,13,5,0
2016,4,13,6,2
2016,4,13,7,51
2016,4,13,8,0
2016,4,13,9,158
2016,4,13,10,23
2016,4,13,11,24
2016,4,13,12,295
2016,4,13,13,322
2016,4,13,14,339
2016,4,13,15,111
2016,4,13,16,0
2016,4,13,17,0
2016,4,13,18,0
2016,4,13,19,0
2016,4,13,20,0
2016,4,13,21,0
2016,4,13,22,0
2016,4,13,23,0
2016,4,14,0,0
2016,4,14,1,0
2016,4,14,2,0
2016,4,14,3,0
2016,4,14,4,0
2016,4,14,5,0
2016,4,14,6,0
2016,4,14,7,6
2016,4,14,8,0
2016,4,14,9,0
2016,4,14,10,0
2016,4,14,11,0
2016,4,14,12,13
2016,4,14,13,0
2016,4,14,14,0
2016,4,14,15,0
2016,4,14,16,0
2016,4,14,17,434
2016,4,14,18,216
2016,4,14,19,0
2016,4,14,20,0
2016,4,14,21,0
2016,4,14,22,0
2016,4,14,23,0
2016,4,15,0,0
2016,4,15,1,0
2016,4,15,2,0
2016,4,15,3,0
2016,4,15,4,0
2016,4,15,5,0
2016,4,15,6,119
2016,4,15,7,299
2016,4,15,8,186
2016,4,15,9,430
2016,4,15,10,447
2016,4,15,11,119
2016,4,15,12,397
2016,4,15,13,459
2016,4,15,14,435
2016,4,15,15,519
2016,4,15,16,837
2016,4,15,17,453
2016,4,15,18,393
2016,4,15,19,0
2016,4,15,20,0
2016,4,15,21,0
2016,4,15,22,0
2016,4,15,23,0
2016,4,16,0,0
2016,4,16,1,0
2016,4,16,2,0
2016,4,16,3,0
2016,4,16,4,0
2016,4,16,5,0
2016,4,16,6,408
2016,4,16,7,703
2016,4,16,8,835
2016,4,16,9,905
2016,4,16,10,945
2016,4,16,11,961
2016,4,16,12,968
2016,4,16,13,961
2016,4,16,14,935
2016,4,16,15,889
2016,4,16,16,391
2016,4,16,17,128
