0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002969816,,0.000915117,0.001307915,0.002228621,0.002439688,0.012651014,0.006289898,0.002679343,0.002620368,0.002307653,0.003644226,0.008531014,0.003108667,0.000914252,0.002989522,0.000453655,0.00140074,0.006702659,0.001689359,0.000945491,0.000702605,0.003325935,0.002079759,0.004766728,0.000979499,0.000576895,0.005730234,0.00123864,0.001253262,0.002352551,0.004757637,0.00677427,0.007519792,0.001179792,0.000592083,0.001328953,0.005901134,0.008771297,0.001592845,0.001898715,0.002071091,0.004542692,0.001661283,0.004177569,0.001701222,0.001479143,0.002029518,0.004110351,0.000716158,0.001536503,0.001092264,0.001643371,0.003519592,0.00230868,0.003077976,0.009488583,0.001261991,0.002484595,0.004141064,0.001115944,0.001346322,0.002412936,0.001416155,0.00287165,0.008437384,0.000851708,0.011322332,0.004420919,0.000455553,0.002368673,0.004088388,0.00096465,0.010718292,0.006414396,0.001138772,0.004251462,0.002060394,0.001321835,0.002516636,0.00325727,0.00102958,0.000918822,0.000988611,0.001747049,0.005561344,0.001386468,0.004755027,0.001433672,0.002971404,0.001875836,0.001404993,0.000893437,0.004391745,0.001186136,0.001943884,0.001458751,0.001619407,0.002220647,0.000828855,0.003107574,0.001321259
0.004575436,,0.002089083,0.002958993,0.000692772,0.015861336,0.006726979,0.009933488,0.003826483,0.002092531,0.009033339,0.005607377,0.011082681,0.006438155,0.003444818,0.000825456,0.000610458,0.000791898,0.002958535,0.002754765,0.003195277,0.002653592,0.027734359,0.00105232,0.012621372,0.000849057,0.001392184,0.004437176,0.003395313,0.001065203,0.00309534,0.027288586,0.010649549,0.005678915,0.001384491,0.00644712,0.003551462,0.005416859,0.007670525,0.001267615,0.003350093,0.001746849,0.002344452,0.002681016,0.005805112,0.001065242,0.001940836,0.005223661,0.004839515,0.001267936,0.00331201,0.00747352,0.005287038,0.004104923,0.00226084,0.004953807,0.009940643,0.00330335,0.011723059,0.004850109,0.000833469,0.002877583,0.007952348,0.00140688,0.003359295,0.00993413,0.002701826,0.010125492,0.004127205,0.001865742,0.001350624,0.001561509,0.001884412,0.010231164,0.007806067,0.000596338,0.003701998,0.001876545,0.006968697,0.001381795,0.001543741,0.00125776,0.006015023,0.001695508,0.000529042,0.008231456,0.000967976,0.009195212,0.001525175,0.003775651,0.002189124,0.005685117,0.004843701,0.001073548,0.003446504,0.001270177,0.001857358,0.001945137,0.001066331,0.005127568,0.004405813,0.001304066
0.004918496,,0.000866523,0.004796969,0.001498976,0.008902577,0.017808353,0.010479396,0.006657707,0.005190586,0.009647433,0.005672976,0.006357632,0.007447007,0.003743412,0.001945348,0.001005057,0.000669332,0.003304947,0.00198027,0.002026665,0.006254436,0.011088564,0.002025546,0.006783644,0.000713604,0.002680622,0.006648873,0.004544481,0.001093268,0.002481679,0.012170929,0.009904835,0.005398319,0.00234718,0.006676671,0.001533072,0.003615971,0.002726596,0.000857464,0.036394561,0.011181548,0.002762309,0.00273639,0.003435918,0.001897051,0.001111923,0.002492993,0.002402789,0.002403389,0.010968427,0.007079848,0.006060132,0.005560858,0.003218301,0.00387616,0.011863698,0.003967377,0.002259277,0.007211088,0.000997644,0.000965826,0.009381512,0.001461335,0.005670071,0.002657757,0.003518087,0.005936494,0.001990668,0.00137557,0.00110034,0.001949765,0.002033062,0.008127728,0.007089232,0.000800385,0.004632115,0.0141527,0.014167514,0.005070554,0.003163858,0.001143351,0.006903682,0.003735273,0.000994695,0.005831356,0.001391332,0.002792546,0.001982104,0.006740198,0.006460479,0.005896086,0.006164705,0.003102108,0.001244957,0.001872285,0.00538269,0.00449402,0.002427812,0.002557125,0.004441306,0.00161827
0.005024196,,0.001188316,0.002999584,0.001853111,0.004863916,0.00334138,0.011551857,0.001192152,0.000774704,0.007078202,0.007806216,0.015407104,0.005278868,0.005524202,0.002281828,0.001289401,0.000568839,0.006193719,0.003220531,0.001628443,0.001832035,0.008760809,0.001486898,0.005703365,0.000428665,0.005288134,0.008547205,0.006327999,0.003486677,0.002409861,0.007760648,0.010839807,0.008342929,0.002045384,0.008957538,0.005005272,0.004837424,0.005262504,0.003069321,0.018655898,0.019968514,0.002008133,0.001942267,0.004885343,0.000671129,0.001133325,0.004803763,0.009489797,0.004358786,0.010618371,0.011771211,0.002604067,0.008628897,0.005346099,0.003819911,0.002778645,0.008525126,0.007738535,0.002832249,0.001033285,0.000817951,0.012137281,0.001842892,0.006861532,0.001125343,0.007724569,0.015313405,0.004695807,0.002590036,0.009230488,0.004956751,0.001290895,0.010082779,0.004793906,0.000732713,0.002274248,0.005720789,0.005798263,0.003544888,0.001807814,0.001664754,0.004901898,0.001666135,0.002494014,0.013003749,0.004973688,0.003549333,0.001927297,0.00288766,0.005046074,0.004779522,0.00126937,0.010209862,0.00202755,0.001794516,0.003049643,0.004343109,0.001714895,0.004466164,0.002560463,0.002699313
0.005492894,,0.001781491,0.005644394,0.001571233,0.00820923,0.014806592,0.008842669,0.002721643,0.002692548,0.006360635,0.015901767,0.01225586,0.005450271,0.005396468,0.002967945,0.000792688,0.001500254,0.002199353,0.004644403,0.001033715,0.005506706,0.016420539,0.002037414,0.01465358,0.003171801,0.002425317,0.009875381,0.007805898,0.000687208,0.005204041,0.010579859,0.008003174,0.012614716,0.00433729,0.004731017,0.004299371,0.001935836,0.005731787,0.010746728,0.017743292,0.009860084,0.00419111,0.001668244,0.004112696,0.003030433,0.000725187,0.005233694,0.006017244,0.0028999,0.004972075,0.00337063,0.002890617,0.004721001,0.005158538,0.004813281,0.011298675,0.007657912,0.014507025,0.005013768,0.001593681,0.003495985,0.006467417,0.001059364,0.00628733,0.008770802,0.011292924,0.014917399,0.004057996,0.001782059,0.004228388,0.006184493,0.000669246,0.004450056,0.009097758,0.00130108,0.002316891,0.004402976,0.009681129,0.002446399,0.001369971,0.001834405,0.00394165,0.001242089,0.004013206,0.009777735,0.003502993,0.009743768,0.002576316,0.004214819,0.004213197,0.007193981,0.001323982,0.006007915,0.002563866,0.001199352,0.008123366,0.001238629,0.004429229,0.001265487,0.003866772,0.00571709
0.007340092,,0.002335043,0.010043541,0.00318132,0.01996178,0.008652768,0.016420084,0.00308199,0.001935033,0.01069414,0.014594109,0.012943889,0.005657978,0.004840633,0.007359418,0.001830424,0.001336907,0.006455592,0.00167558,0.004648922,0.005520792,0.003137954,0.00206044,0.012501377,0.003046871,0.00267631,0.006682974,0.006365505,0.004014191,0.003717166,0.006234255,0.023113614,0.009168081,0.005997123,0.008379806,0.003498442,0.002775362,0.004596517,0.018968058,0.008028181,0.019938488,0.003866184,0.002177491,0.004512344,0.006435934,0.004319196,0.002430501,0.009602767,0.007062312,0.004631298,0.009083522,0.006996847,0.005851187,0.008812389,0.005800193,0.007395348,0.01208155,0.015629873,0.018663348,0.000882396,0.002273579,0.011843213,0.001907562,0.00708267,0.006006297,0.00543852,0.026317351,0.004768426,0.002831546,0.01182093,0.011742429,0.001634451,0.006708662,0.013372057,0.003295638,0.007869747,0.012654278,0.005627445,0.004760252,0.002522646,0.003993352,0.019083857,0.005564885,0.002764701,0.012407313,0.007022637,0.010362035,0.00399048,0.007864376,0.017840247,0.003008395,0.001401258,0.012343971,0.004059655,0.004113756,0.009995789,0.002851635,0.007206488,0.00356387,0.005710366,0.00407714
0.009884897,,0.004822963,0.003613867,0.00271228,0.011320283,0.013856052,0.00876528,0.00482259,0.005518858,0.013410874,0.016736342,0.007400437,0.012678984,0.015603036,0.006752278,0.001996301,0.002347395,0.023531431,0.004700246,0.007462081,0.003868428,0.010355703,0.00274451,0.019421429,0.003623069,0.014325741,0.01478603,0.014567067,0.004636004,0.003696848,0.008294776,0.016352018,0.015634609,0.008462392,0.018199855,0.020610186,0.00459859,0.016199769,0.007630474,0.01488943,0.026069654,0.00365307,0.005313642,0.007539288,0.008789685,0.002678906,0.012407976,0.012890725,0.015391917,0.022275836,0.008375805,0.00492576,0.008411752,0.004895393,0.005987213,0.009867298,0.006718429,0.021812671,0.01604256,0.003787097,0.002951377,0.026390491,0.00319088,0.005773882,0.010072359,0.004508226,0.019311503,0.019475872,0.004681174,0.014397741,0.007707898,0.004158173,0.030145354,0.013931477,0.004889096,0.004876852,0.006379846,0.010995818,0.005013905,0.012066793,0.005536101,0.025864902,0.003309362,0.008181219,0.009212325,0.012325465,0.011919507,0.006613786,0.006648306,0.008200793,0.007780651,0.006188464,0.012013594,0.009946089,0.003207949,0.004143955,0.006756099,0.006441942,0.009548101,0.004840893,0.010108245
0.014365979,,0.002150452,0.010358294,0.005766131,0.021990119,0.012058877,0.035617489,0.007186583,0.019564705,0.015626326,0.022508197,0.021425667,0.011754165,0.005044788,0.016429166,0.001463238,0.004297297,0.032597699,0.026247661,0.005172966,0.008275897,0.005156575,0.005632268,0.018234173,0.012985381,0.013879855,0.014854424,0.015144507,0.005497721,0.004745155,0.009131964,0.04306497,0.014828426,0.005290147,0.02721818,0.018414588,0.007106268,0.01011493,0.016794976,0.025975256,0.046827118,0.004343164,0.011901283,0.022194382,0.01129977,0.003646383,0.003381545,0.018030115,0.022603659,0.018302626,0.020187879,0.004225015,0.00879701,0.009371222,0.017706171,0.030621251,0.008252205,0.016877673,0.030247729,0.001763496,0.003286425,0.015297308,0.002628489,0.01132449,0.010741938,0.015278804,0.04505795,0.024003019,0.025775003,0.016386724,0.021992846,0.010793598,0.016882238,0.011861001,0.003056457,0.007434111,0.007143957,0.027019548,0.013876767,0.006525345,0.002384888,0.040824295,0.005317515,0.006592283,0.015424246,0.020589415,0.012012308,0.004306597,0.004353317,0.016911906,0.019752582,0.013926071,0.006537613,0.012310117,0.003848588,0.015556356,0.010988483,0.010249848,0.007471809,0.022166823,0.018521688
0.018066951,,0.006959278,0.013809299,0.005100556,0.058261388,0.008683816,0.008784325,0.011604188,0.020631346,0.027417791,0.052474541,0.05868957,0.018611957,0.009643331,0.008516154,0.017708711,0.004190541,0.020406947,0.028359006,0.005554977,0.014004486,0.011043825,0.015159805,0.01975108,0.00766174,0.008600968,0.022430593,0.041357764,0.01030955,0.010245273,0.027791322,0.038732529,0.004814959,0.004364204,0.014539453,0.014624229,0.007787673,0.02079738,0.018321941,0.027667347,0.020362891,0.025705828,0.008713496,0.037934113,0.006220494,0.00581078,0.007595753,0.017111145,0.018350286,0.01614078,0.032876476,0.012205106,0.016498647,0.006820933,0.011088012,0.014253716,0.009256245,0.045479949,0.019485357,0.010270732,0.005726795,0.038426323,0.002388969,0.032543891,0.014579391,0.017822457,0.065433576,0.011224916,0.019942771,0.016823365,0.013715253,0.013210085,0.03768342,0.018876822,0.002777274,0.008966152,0.018769878,0.030875529,0.016447074,0.006282534,0.005905281,0.066454453,0.008728491,0.024213489,0.03046756,0.016518271,0.009945726,0.005508814,0.012744673,0.019252542,0.022015179,0.011649466,0.0098179,0.020337122,0.013584972,0.008922186,0.009336231,0.013448547,0.008607912,0.010905955,0.018219236
