Year,Month,Day,Hour,Minute,GHI,Temperature
2009,1,1,0,30,0,-6
2009,1,1,1,30,0,-6
2009,1,1,2,30,0,-6
2009,1,1,3,30,0,-6
2009,1,1,4,30,0,-7
2009,1,1,5,30,0,-8
2009,1,1,6,30,0,-9
2009,1,1,7,30,0,-10
2009,1,1,8,30,33,-8
2009,1,1,9,30,71,-4
2009,1,1,10,30,258,-1
2009,1,1,11,30,295,0
2009,1,1,12,30,167,0
2009,1,1,13,30,158,1
2009,1,1,14,30,113,1
2009,1,1,15,30,30,1
2009,1,1,16,30,19,1
2009,1,1,17,30,0,0
2009,1,1,18,30,0,0
2009,1,1,19,30,0,0
2009,1,1,20,30,0,0
2009,1,1,21,30,0,0
2009,1,1,22,30,0,-1
2009,1,1,23,30,0,-2
2009,1,2,0,30,0,-2
2009,1,2,1,30,0,-4
2009,1,2,2,30,0,-5
2009,1,2,3,30,0,-5
2009,1,2,4,30,0,-5
2009,1,2,5,30,0,-4
2009,1,2,6,30,0,-3
2009,1,2,7,30,0,-1
2009,1,2,8,30,9,0
2009,1,2,9,30,31,0
2009,1,2,10,30,92,0
2009,1,2,11,30,231,1
2009,1,2,12,30,130,1
2009,1,2,13,30,254,1
2009,1,2,14,30,186,1
2009,1,2,15,30,7,1
2009,1,2,16,30,2,1
2009,1,2,17,30,0,0
2009,1,2,18,30,0,0
2009,1,2,19,30,0,0
2009,1,2,20,30,0,0
2009,1,2,21,30,0,0
2009,1,2,22,30,0,-2
2009,1,2,23,30,0,-3
2009,1,3,0,30,0,-4
2009,1,3,1,30,0,-6
2009,1,3,2,30,0,-8
2009,1,3,3,30,0,-10
2009,1,3,4,30,0,-11
2009,1,3,5,30,0,-12
2009,1,3,6,30,0,-13
2009,1,3,7,30,0,-14
2009,1,3,8,30,75,-13
2009,1,3,9,30,241,-11
2009,1,3,10,30,383,-9
2009,1,3,11,30,477,-8
2009,1,3,12,30,511,-7
2009,1,3,13,30,482,-7
2009,1,3,14,30,394,-7
2009,1,3,15,30,256,-9
2009,1,3,16,30,90,-11
2009,1,3,17,30,0,-12
2009,1,3,18,30,0,-13
2009,1,3,19,30,0,-14
2009,1,3,20,30,0,-15
2009,1,3,21,30,0,-17
2009,1,3,22,30,0,-18
2009,1,3,23,30,0,-20
2009,1,4,0,30,0,-21
2009,1,4,1,30,0,-22
2009,1,4,2,30,0,-23
2009,1,4,3,30,0,-23
2009,1,4,4,30,0,-23
2009,1,4,5,30,0,-23
2009,1,4,6,30,0,-23
2009,1,4,7,30,0,-23
2009,1,4,8,30,79,-22
2009,1,4,9,30,248,-19
2009,1,4,10,30,392,-15
2009,1,4,11,30,485,-13
2009,1,4,12,30,519,-11
2009,1,4,13,30,490,-9
2009,1,4,14,30,400,-9
2009,1,4,15,30,260,-9
2009,1,4,16,30,93,-11
2009,1,4,17,30,0,-13
2009,1,4,18,30,0,-16
2009,1,4,19,30,0,-18
2009,1,4,20,30,0,-19
2009,1,4,21,30,0,-20
2009,1,4,22,30,0,-21
2009,1,4,23,30,0,-22
2009,1,5,0,30,0,-22
2009,1,5,1,30,0,-21
2009,1,5,2,30,0,-21
2009,1,5,3,30,0,-20
2009,1,5,4,30,0,-19
2009,1,5,5,30,0,-17
2009,1,5,6,30,0,-15
2009,1,5,7,30,0,-14
2009,1,5,8,30,6,-12
2009,1,5,9,30,57,-11
2009,1,5,10,30,94,-9
2009,1,5,11,30,125,-8
2009,1,5,12,30,217,-7
2009,1,5,13,30,171,-6
2009,1,5,14,30,372,-6
2009,1,5,15,30,22,-6
2009,1,5,16,30,14,-6
2009,1,5,17,30,0,-7
2009,1,5,18,30,0,-8
2009,1,5,19,30,0,-8
2009,1,5,20,30,0,-8
2009,1,5,21,30,0,-8
2009,1,5,22,30,0,-8
2009,1,5,23,30,0,-8
2009,1,6,0,30,0,-8
2009,1,6,1,30,0,-8
2009,1,6,2,30,0,-8
2009,1,6,3,30,0,-8
2009,1,6,4,30,0,-7
2009,1,6,5,30,0,-7
2009,1,6,6,30,0,-7
2009,1,6,7,30,0,-7
2009,1,6,8,30,32,-6
2009,1,6,9,30,53,-5
2009,1,6,10,30,45,-3
2009,1,6,11,30,41,-1
2009,1,6,12,30,138,-1
